(1.0, -1.6653345369377347e-17)
(0.9999383162408303, 8.96537504901096e-06)
(0.9997532801828658, 3.585497734286125e-05)
(0.999444937480985, 8.064924983161303e-05)
(0.9990133642141358, 0.00014331563575323001)
(0.998458666866564, 0.00022380863595732324)
(0.99778098230154, 0.000322069888841725)
(0.9969804777275898, 0.00043802827258881684)
(0.9960573506572389, 0.0005716000292991741)
(0.9950118288582788, 0.0007226889105349521)
(0.9938441702975689, 0.0008911863437026684)
(0.9925546630773869, 0.0010769716186227712)
(0.9911436253643444, 0.0012799120935556934)
(0.9896114053108829, 0.0014998634198796711)
(0.9879583809693737, 0.0017366697845420693)
(0.9861849601988383, 0.00199016416934176)
(0.9842915805643155, 0.0022601686260314974)
(0.9822787092288989, 0.002546494566175997)
(0.9801468428384714, 0.00284894306464101)
(0.977896507399165, 0.0031673051755441743)
(0.9755282581475768, 0.003501362259450333)
(0.9730426794137726, 0.003850886320556082)
(0.9704403844771128, 0.004215640352576316)
(0.9677220154149337, 0.004595378692014215)
(0.9648882429441257, 0.004989847377476505)
(0.9619397662556433, 0.005398784513679228)
(0.9588773128419905, 0.005821920638777595)
(0.9557016383177226, 0.006258979093650535)
(0.9524135262330097, 0.006709676391771171)
(0.9490137878803078, 0.007173722588304179)
(0.9455032620941839, 0.0076508216470814626)
(0.9418828150443468, 0.00814067180413077)
(0.9381533400219317, 0.00864296592645628)
(0.9343157572190957, 0.009157391864800005)
(0.9303710135019718, 0.00968363279915308)
(0.926320082177046, 0.010221367575826706)
(0.9221639627510074, 0.010770271034940004)
(0.917903680684135, 0.011330014327237455)
(0.9135402871372809, 0.011900265219204977)
(0.9090748587125117, 0.012480688385515915)
(0.9045084971874737, 0.013070945687907858)
(0.8998423292435453, 0.013670696439659652)
(0.8950775061878452, 0.014279597654915509)
(0.8902152036691648, 0.014897304282180099)
(0.8852566213878945, 0.015523469421390866)
(0.8802029828000155, 0.0161577445240594)
(0.8750555348152298, 0.016799779576059607)
(0.8698155474893049, 0.017449223262729262)
(0.8644843137107057, 0.018105723116045153)
(0.8590631488815943, 0.018768925643720385)
(0.8535533905932737, 0.019438476440169234)
(0.8479563982961571, 0.02011402027937573)
(0.8422735529643444, 0.020795201189798166)
(0.8365062567548867, 0.021481662511533356)
(0.8306559326618259, 0.022173046936058448)
(0.8247240241650917, 0.02286899652895959)
(0.8187119948743449, 0.02356915273614531)
(0.8126213281678526, 0.024273156374133374)
(0.8064535268264883, 0.02498064760508265)
(0.800210112662942, 0.02569126589732672)
(0.7938926261462365, 0.026404649972245113)
(0.7875026260216393, 0.02712043773838409)
(0.7810416889260654, 0.027838266213813165)
(0.7745114089990659, 0.028557771437769646)
(0.7679133974894985, 0.029278588372709698)
(0.7612492823579744, 0.030000350797943214)
(0.7545207078751857, 0.030722691196082192)
(0.7477293342162038, 0.03144524063358462)
(0.7408768370508577, 0.03216762863671514)
(0.7339649071302866, 0.032889483064284776)
(0.7269952498697734, 0.0336104299785611)
(0.7199695849279576, 0.03433009351576702)
(0.7128896457825363, 0.03504809575760436)
(0.7057571793025543, 0.035764056605251476)
(0.6985739453173904, 0.03647759365728996)
(0.6913417161825448, 0.03718832209301556)
(0.6840622763423388, 0.03789585456257947)
(0.6767374218896285, 0.0385998010853947)
(0.6693689601226457, 0.03929976895821889)
(0.6619587090990747, 0.03999536267430028)
(0.6545084971874735, 0.04068618385493768)
(0.6470201626161519, 0.04137183119476618)
(0.6394955530196146, 0.042051900422034084)
(0.6319365249826865, 0.04272598427508223)
(0.6243449435824274, 0.043393672496179515)
(0.6167226819279528, 0.044054551843803226)
(0.6090716206982711, 0.04470820612438292)
(0.6013936476782562, 0.04535421624445033)
(0.5936906572928623, 0.04599216028405789)
(0.5859645501397048, 0.046621613592243)
(0.5782172325201154, 0.04724214890522447)
(0.5704506159687912, 0.04785333648792522)
(0.5626666167821521, 0.04845474429931569)
(0.5548671555455226, 0.04904593818197311)
(0.5470541566592572, 0.04962648207614609)
(0.5392295478639224, 0.050195938258508696)
(0.5313952597646567, 0.05075386760567813)
(0.5235532253548213, 0.051299829882460325)
(0.5157053795390641, 0.05183338405467553)
(0.5078536586559103, 0.052354088626303134)
(0.49999999999999994, 0.05286150200057158)
(0.4921463413440897, 0.05335518286450704)
(0.4842946204609358, 0.05383469059634053)
(0.47644677464517865, 0.05429958569506213)
(0.46860474023534326, 0.054749430231301445)
(0.4607704521360775, 0.05518378831860374)
(0.45294584334074284, 0.05560222660406582)
(0.4451328444544773, 0.056004314777193136)
(0.43733338321784776, 0.056389626095738526)
(0.42954938403120857, 0.05675773792718711)
(0.4217827674798845, 0.05710823230446014)
(0.4140354498602952, 0.05744069649432171)
(0.40630934270713764, 0.05775472357689038)
(0.39860635232174363, 0.0580499130345794)
(0.39092837930172863, 0.058325871348717424)
(0.38327731807204724, 0.05858221260203518)
(0.37565505641757263, 0.058818559085144204)
(0.3680634750173136, 0.05903454190507916)
(0.36050444698038525, 0.05922980159393004)
(0.35297983738384797, 0.059403988715549916)
(0.3454915028125263, 0.05955676446829195)
(0.3380412909009253, 0.05968780128170447)
(0.33063103987735426, 0.059796783405095436)
(0.3232625781103714, 0.059883407485868075)
(0.31593772365766093, 0.05994738313552805)
(0.3086582838174551, 0.05998843348126799)
(0.30142605468260975, 0.06000629570105004)
(0.29424282069744556, 0.06000072154012872)
(0.28711035421746367, 0.059971477806986626)
(0.28003041507204246, 0.0599183468466931)
(0.2730047501302266, 0.05984112698974276)
(0.26603509286971333, 0.0597396329744824)
(0.2591231629491424, 0.05961369634129819)
(0.2522706657837962, 0.059463165796801484)
(0.2454792921248144, 0.05928790754632873)
(0.23875071764202555, 0.0590878055931527)
(0.23208660251050173, 0.05886276200289238)
(0.22548859100093416, 0.05861269713170442)
(0.21895831107393465, 0.05833754981694083)
(0.21249737397836072, 0.05803727752906654)
(0.20610737385376338, 0.057711856483742247)
(0.19978988733705794, 0.057361281713097775)
(0.19354647317351176, 0.05698556709534352)
(0.18737867183214735, 0.05658474534199549)
(0.18128800512565513, 0.05615886794211995)
(0.17527597583490817, 0.05570800506313937)
(0.16934406733817403, 0.05523224540787801)
(0.16349374324511334, 0.05473169602766591)
(0.1577264470356557, 0.05420648209146203)
(0.15204360170384285, 0.053656746611100516)
(0.1464466094067262, 0.05308265012290848)
(0.1409368511184056, 0.0524843703260886)
(0.13551568628929422, 0.05186210167840387)
(0.13018445251069516, 0.05121605494984689)
(0.1249444651847702, 0.050546456735117984)
(0.11979701719998453, 0.049853548925878274)
(0.11474337861210537, 0.0491375881438825)
(0.1097847963308351, 0.048398845136233014)
(0.10492249381215485, 0.047637604134129485)
(0.10015767075645471, 0.046854162176617906)
(0.09549150281252627, 0.046048828400968606)
(0.0909251412874883, 0.04522192330143269)
(0.08645971286271908, 0.04437377795824261)
(0.08209631931586486, 0.04350473323883244)
(0.07783603724899246, 0.04261513897335709)
(0.07367991782295391, 0.041705353106688214)
(0.06962898649802818, 0.040775740829154784)
(0.0656842427809044, 0.039826673688381144)
(0.06184665997806821, 0.038858528684650735)
(0.05811718495565327, 0.037871687352293945)
(0.05449673790581605, 0.03686653482965823)
(0.050986212119692176, 0.035843458920271826)
(0.04758647376699021, 0.03480284914785652)
(0.044298361682277354, 0.03374509580788062)
(0.04112268715800943, 0.032670589018369396)
(0.03806023374435663, 0.031579717772709154)
(0.03511175705587427, 0.030472868997188853)
(0.03227798458506631, 0.029350426616023734)
(0.029559615522887273, 0.028212770626595305)
(0.02695732058622735, 0.02706027618762438)
(0.024471741852423234, 0.025893312722965616)
(0.02210349260083494, 0.024712243043675624)
(0.019853157161528467, 0.023517422490961525)
(0.01772129077110096, 0.022309198102562027)
(0.015708419435684462, 0.02108790780505097)
(0.013815039801161721, 0.019853879634481198)
(0.012041619030626283, 0.018607430987707826)
(0.010388594689117125, 0.01734886790664234)
(0.00885637463565564, 0.016078484397593382)
(0.007445336922613066, 0.014796561787749301)
(0.006155829702431115, 0.013503368120745462)
(0.0049881711417212315, 0.012199157593147006)
(0.003942649342761062, 0.010884170033550924)
(0.0030195222724101467, 0.009558630425888464)
(0.002219017698460002, 0.008222748478370042)
(0.001541333133436018, 0.006876718239381)
(0.0009866357858642205, 0.005520717761490832)
(0.0005550625190149927, 0.00415490881459234)
(0.0002467198171342, 0.002779436649037651)
(6.168375916970614e-05, 0.0013944298094831222)
(0.0, 0.0)
(6.168375916970614e-05, -0.0013944298094831222)
(0.0002467198171342, -0.002779436649037651)
(0.0005550625190149927, -0.00415490881459234)
(0.0009866357858642205, -0.005520717761490832)
(0.001541333133436018, -0.006876718239381)
(0.002219017698460002, -0.008222748478370042)
(0.0030195222724101467, -0.009558630425888464)
(0.003942649342761062, -0.010884170033550924)
(0.0049881711417212315, -0.012199157593147006)
(0.006155829702431115, -0.013503368120745462)
(0.007445336922613066, -0.014796561787749301)
(0.00885637463565564, -0.016078484397593382)
(0.010388594689117125, -0.01734886790664234)
(0.012041619030626283, -0.018607430987707826)
(0.013815039801161721, -0.019853879634481198)
(0.015708419435684462, -0.02108790780505097)
(0.01772129077110096, -0.022309198102562027)
(0.019853157161528467, -0.023517422490961525)
(0.02210349260083494, -0.024712243043675624)
(0.024471741852423234, -0.025893312722965616)
(0.02695732058622735, -0.02706027618762438)
(0.029559615522887273, -0.028212770626595305)
(0.03227798458506631, -0.029350426616023734)
(0.03511175705587427, -0.030472868997188853)
(0.03806023374435663, -0.031579717772709154)
(0.04112268715800943, -0.032670589018369396)
(0.044298361682277354, -0.03374509580788062)
(0.04758647376699021, -0.03480284914785652)
(0.050986212119692176, -0.035843458920271826)
(0.05449673790581605, -0.03686653482965823)
(0.05811718495565327, -0.037871687352293945)
(0.06184665997806821, -0.038858528684650735)
(0.0656842427809044, -0.039826673688381144)
(0.06962898649802818, -0.040775740829154784)
(0.07367991782295391, -0.041705353106688214)
(0.07783603724899246, -0.04261513897335709)
(0.08209631931586486, -0.04350473323883244)
(0.08645971286271908, -0.04437377795824261)
(0.0909251412874883, -0.04522192330143269)
(0.09549150281252627, -0.046048828400968606)
(0.10015767075645471, -0.046854162176617906)
(0.10492249381215485, -0.047637604134129485)
(0.1097847963308351, -0.048398845136233014)
(0.11474337861210537, -0.0491375881438825)
(0.11979701719998453, -0.049853548925878274)
(0.1249444651847702, -0.050546456735117984)
(0.13018445251069516, -0.05121605494984689)
(0.13551568628929422, -0.05186210167840387)
(0.1409368511184056, -0.0524843703260886)
(0.1464466094067262, -0.05308265012290848)
(0.15204360170384285, -0.053656746611100516)
(0.1577264470356557, -0.05420648209146203)
(0.16349374324511334, -0.05473169602766591)
(0.16934406733817403, -0.05523224540787801)
(0.17527597583490817, -0.05570800506313937)
(0.18128800512565513, -0.05615886794211995)
(0.18737867183214735, -0.05658474534199549)
(0.19354647317351176, -0.05698556709534352)
(0.19978988733705794, -0.057361281713097775)
(0.20610737385376338, -0.057711856483742247)
